datetime,open,high,low,close,volume,previous_close,high-low,high-pc,low-pc,tr,atr,upper_band,lower_band,in_uptrend
01/01/2018,13715.65,13818.55,12750.0,13380.0,8609.915844,,1068.5499999999993,,,1068.5499999999993,,,,True
02/01/2018,13382.16,15473.49,12890.02,14675.11,20078.09211,13380.0,2583.4699999999993,2093.49,489.97999999999956,2583.4699999999993,,,,True
03/01/2018,14690.0,15307.56,14150.0,14919.51,15905.66764,14675.11,1157.5599999999995,632.4499999999989,525.1100000000006,1157.5599999999995,,,,True
04/01/2018,14919.51,15280.0,13918.04,15059.54,21329.64957,14919.51,1361.9599999999991,360.4899999999998,1001.4699999999993,1361.9599999999991,,,,True
05/01/2018,15059.56,17176.24,14600.0,16960.39,23251.49113,15059.54,2576.2400000000016,2116.7000000000007,459.5400000000009,2576.2400000000016,,,,True
06/01/2018,16960.39,17143.13,16011.21,17069.79,18571.45751,16960.39,1131.920000000002,182.7400000000016,949.1800000000003,1131.920000000002,,,,True
07/01/2018,17069.79,17099.96,15610.0,16150.03,12493.12556,17069.79,1489.9599999999991,30.169999999998254,1459.7900000000009,1489.9599999999991,1624.2371428571428,21227.69142857143,11482.26857142857,True
08/01/2018,16218.85,16322.3,12812.0,14902.54,26600.60991,16150.03,3510.2999999999993,172.26999999999862,3338.0300000000007,3510.2999999999993,1973.0585714285714,20486.325714285715,11482.26857142857,True
09/01/2018,14902.54,15500.0,14011.05,14400.0,14315.00425,14902.54,1488.9500000000007,597.4599999999991,891.4900000000016,1488.9500000000007,1816.6985714285715,20205.620714285717,11482.26857142857,True
10/01/2018,14401.0,14955.66,13131.31,14907.09,17411.00166,14400.0,1824.3500000000004,555.6599999999999,1268.6900000000005,1824.3500000000004,1911.954285714286,19779.347857142857,11482.26857142857,True
11/01/2018,14940.0,14968.68,11400.0,13238.78,33554.72375,14907.09,3568.6800000000003,61.590000000000146,3507.09,3568.6800000000003,2227.2000000000003,19865.940000000002,11482.26857142857,True
12/01/2018,13238.76,14109.78,12500.0,13740.01,16417.16214,13238.78,1609.7800000000007,871.0,738.7800000000007,1609.7800000000007,2089.134285714286,19572.292857142857,11482.26857142857,True
13/01/2018,13749.95,14580.0,13706.15,14210.0,12221.50853,13740.01,873.8500000000004,839.9899999999998,33.86000000000058,873.8500000000004,2052.267142857143,20299.876428571428,11482.26857142857,True
14/01/2018,14210.0,14339.5,12569.2,13474.99,17017.89433,14210.0,1770.2999999999993,129.5,1640.7999999999993,1770.2999999999993,2092.3157142857144,19731.297142857144,11482.26857142857,True
15/01/2018,13477.98,14249.99,13147.79,13539.93,14652.09471,13474.99,1102.199999999999,775.0,327.1999999999989,1102.199999999999,1748.3014285714287,18943.794285714284,11482.26857142857,True
16/01/2018,13500.0,13542.93,9035.0,10900.0,63401.16918,13539.93,4507.93,3.0,4504.93,4507.93,2179.5842857142857,17827.71785714286,4750.212142857143,False
17/01/2018,10899.99,11680.99,9037.94,10988.79,72331.79665,10900.0,2643.0499999999993,780.9899999999998,1862.0599999999995,2643.0499999999993,2296.5414285714282,17249.089285714283,3469.840714285716,False
